"","Entity_logical_id...2","Subject_type","Leba_numtitle","Leba_publication_date","Leba_url","Programme","Entity_remark","Naal_logical_id","Naal_leba_numtitle","Naal_leba_publication_date","Naal_leba_url","Naal_wholename","Naal_function","Naal_programme","Addr_country","Birt_country","Birt_date","EU_ref_num","logicalId","remark","nameAlias","nameAlias.wholeName","subjectType.classificationCode","birthdate.year","nameAlias.function","citizenship.countryDescription","regulation.publicationUrl","regulation.numberTitle","regulation.regulationType","type"
"735",6310,"P","2020/716 (OJ L168)",2020-05-29,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN","SYR","(Date of UN designation: 2011-05-09)",12282,"2020/716 (OJ L168)",2020-05-29,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN","Rami MAKHLOUF","Leading businessman. An influential member of the Makhlouf family and clo­sely connected to the Assad family; cousin of President Bashar Al‐Assad.","SYR",NA,NA,NA,"EU.3320.91",6310,NA,"[{'logicalId': '12282', 'regulationLanguage': 'en', 'wholeName': 'Rami MAKHLOUF', 'function': 'Leading businessman. An influential member of the Makhlouf family and clo\xadsely connected to the Assad family; cousin of President Bashar Al‐Assad.', 'gender': 'M', 'strong': '1', 'remark': 'Leading businessman operating in  Syria  with interests  in  the  telecommunications,  financial services, transport  and  property sectors;  he has  financial interest  in  and/or \nholds  senior and executive positions in Syriatel, the leading \nmobile telephone operator  in  Syria,  the  investment \nfunds  Al  Mashreq, Bena  Properties and Cham Holding. \nHe  furnishes financing and  support  to  the Syrian regime, \nthrough his business interests. He is an influential member \nof the Makhlouf family  and  closely connected to  the  Assad \nfamily; cousin of President Bashar al-Assad.'}, {'logicalId': '124382', 'regulationLanguage': 'en', 'wholeName': 'رامي مخلوف', 'gender': 'M', 'strong': '1'}]",NA,"P",1969,NA,"UNKNOWN",NA,NA,NA,"both travel and financial sanction"
"736",6311,"P","2020/716 (OJ L168)",2020-05-29,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN","SYR","(Date of UN designation: 2011-05-09)",12283,"2020/716 (OJ L168)",2020-05-29,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN","Abd Al-Fatah QUDSIYAH","Officer  of  the  rank  of  Major General in  the Syrian Armed Forces in post after May 2011. \nDeputy Director  of  the  National Security Bureau of  the  Ba'ath Party.  Former  Head  of Syrian  Military  Intelligence Directorate","SYR",NA,NA,NA,"EU.2416.38",6311,NA,"[{'logicalId': '12283', 'regulationLanguage': 'en', 'wholeName': 'Abd Al-Fatah QUDSIYAH', 'function': ""Officer  of  the  rank  of  Major General in  the Syrian Armed Forces in post after May 2011. \nDeputy Director  of  the  National Security Bureau of  the  Ba'ath Party.  Former  Head  of Syrian  Military  Intelligence Directorate"", 'gender': 'M', 'strong': '1'}, {'logicalId': '124383', 'regulationLanguage': 'en', 'wholeName': 'عبد الفتاح قدسية', 'gender': 'M', 'strong': '1'}]",NA,"P",1953,NA,"UNKNOWN",NA,NA,NA,"both travel and financial sanction"
"737",6312,"P","2020/716 (OJ L168)",2020-05-29,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN","SYR","(Designation details: Date of listing: 09/05/2011)",12284,"2020/716 (OJ L168)",2020-05-29,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN","Jamil HASSAN","Officer of the rank of Major‐General in the Syrian Air Force in post after May 2011. Former head of the Syrian Air Force In­telligence in post after May 2011 and until July 2019.","SYR",NA,NA,NA,"EU.3560.25",6312,NA,"[{'logicalId': '12284', 'regulationLanguage': 'en', 'wholeName': 'Jamil HASSAN', 'function': 'Officer of the rank of Major‐General in the Syrian Air Force in post after May 2011. Former head of the Syrian Air Force In\xadtelligence in post after May 2011 and until July 2019.', 'gender': 'M', 'strong': '1'}, {'logicalId': '17146', 'regulationLanguage': 'en', 'wholeName': 'Jameel HASSAN', 'strong': '1'}, {'logicalId': '109736', 'regulationLanguage': 'en', 'wholeName': 'Jamil AL-HASSAN', 'strong': '1'}, {'logicalId': '120419', 'regulationLanguage': 'en', 'wholeName': 'Jameel AL-HASSAN', 'strong': '1'}, {'logicalId': '124384', 'regulationLanguage': 'en', 'wholeName': 'جميل حسن', 'gender': 'M', 'strong': '1'}]",NA,"P",1953,NA,NA,NA,NA,NA,"both travel and financial sanction"
"738",6315,"P","2020/716 (OJ L168)",2020-05-29,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN","SYR","(Date of UN designation: 2011-05-09)\n(Date of listing: 9.5.2011)",12287,"2020/716 (OJ L168)",2020-05-29,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN","Munzir Jamil AL-ASSAD",NA,"SYR",NA,NA,NA,"EU.3861.79",6315,"Date of listing: 9.5.2011","[{'logicalId': '12287', 'regulationLanguage': 'en', 'wholeName': 'Munzir Jamil AL-ASSAD', 'gender': 'M', 'strong': '1'}, {'logicalId': '112185', 'regulationLanguage': 'en', 'wholeName': 'Monzer Jamil AL-ASSAD', 'strong': '1'}, {'logicalId': '112186', 'regulationLanguage': 'en', 'wholeName': 'Mundhir Jamil AL-ASSAD', 'strong': '1'}, {'logicalId': '124385', 'regulationLanguage': 'en', 'wholeName': 'منذر جميل الأسد', 'gender': 'M', 'strong': '1'}]",NA,"P",1961,NA,NA,NA,NA,NA,"both travel and financial sanction"
"739",6333,"E","2022/840 (OJ L148)",2022-05-31,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R0840","SYR","(Date of UN designation: 2011-06-23)",12521,"2022/840 (OJ L148)",2022-05-31,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R0840","Bena Properties",NA,"SYR",NA,NA,NA,"EU.2400.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"740",6334,"E","709/2012 (OJ L208)",2012-08-03,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:208:0002:0005:EN:PDF","IRN",NA,12336,"503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","Shahid Beheshti University",NA,"IRN",NA,NA,NA,"EU.2401.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"741",6335,"E","503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","IRN","(Bonyad Taavon Sepah, also known as the IRGC Cooperative Foundation, was formed by the Commanders of the IRGC to structure the IRGC's investments. It is controlled by the IRGC. Bonyad Taavon Sepah's Board of Trustees is composed of nine members, of whom eight are IRGC members. These officers include the IRGC's Commander in Chief, who is the Chairman of the Board of Trustees, the Supreme Leader's representative to the IRGC, the Basij commander, the IRGC Ground Forces commander, the IRGC Air Force commander, the IRGC Navy commander, the head of the IRGC Information Security Organization, a senior IRGC officer from the Armed Forces General Staff, and a senior IRGC officer from MODAFL. Date of listing: 23.05.2011)",12337,"503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","Bonyad Taavon Sepah",NA,"IRN",NA,NA,NA,"EU.2404.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"742",6336,"E","503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","IRN","(Bonyad Taavon Sepah created Ansar Bank to provide financial and credit services to IRGC personnel. Initially, Ansar Bank operated as a credit union and transitioned in to a fully fledged bank in mid 2009, upon receiving a licence from Iran's Central bank. Ansar Bank, formerly known as Ansar al Mojahedin, has been linked to the IRGC for over 20 years. IRGC members received their salaries through Ansar bank. In addition, Ansar bank provided special benefits to IRGC personnel, including reduced rates for home furnishings and free, or reduced-cost, health care. Date of listing: 23.05.2011)",12338,"503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","Ansar Bank",NA,"IRN",NA,NA,NA,"EU.2405.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"743",6337,"E","2022/1010 (OJ L170)",2022-06-28,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R1010","IRN","(Date of UN designation: 2011-05-23)\n(Mehr Bank is controlled by Bonyas Taavon Sepah and the IRGC. Mehr Bank provides financial services to the IRGC. According to an open source interview with the head of Bonyad Taavon Sepah, Parviz Fattah, Bonyad Taavon Sepah created Mehr Bank to serve the Basij (paramilitary arm of the IRGC).)",12339,"503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","Mehr Bank",NA,"IRN",NA,NA,NA,"EU.2407.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"744",6342,"E","2022/840 (OJ L148)",2022-05-31,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R0840","SYR","(Date of UN designation: 2011-06-23)",12522,"611/2011 (OJ L164)",2011-06-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:164:0001:0003:EN:PDF","Al Mashreq Investment Fund",NA,"SYR",NA,NA,NA,"EU.2488.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"745",6343,"E","2020/716 (OJ L168)",2020-05-29,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN","SYR",NA,12523,"2020/716 (OJ L168)",2020-05-29,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN","Hamcho International",NA,"SYR",NA,NA,NA,"EU.2489.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"746",6376,"E","503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","IRN","(Involved in procurement of materials for EU-sanctioned Iran Centrifuge Technology Company. Date of listing 23.5.2011)",12378,"503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","Aras Farayande",NA,"IRN",NA,NA,NA,"EU.2500.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"747",6387,"E","2018/827 (OJ L140)",2018-06-06,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32018R0827&from=EN","IRN","(Designation details: Date of listing 23.5.2011.)\n(Involved in procurement of materials that are controlled and have direct application in the manufacture of centrifuges for Iran's uranium enrichment programme. Date of listing 23.5.2011.)",12390,"503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","Noavaran Pooyamoj",NA,"IRN",NA,NA,NA,"EU.2497.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"748",6396,"E","2022/1010 (OJ L170)",2022-06-28,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R1010","IRN","(Date of UN designation: 2011-05-23)",12402,"2021/1242 (OJ L272)",2021-07-30,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.272.01.0004.01.ENG&toc=OJ%3AL%3A2021%3A272%3ATOC","Raad Iran",NA,"IRN",NA,NA,NA,"EU.2537.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"749",6400,"P","2020/716 (OJ L168)",2020-05-29,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN","SYR",NA,12409,"2020/716 (OJ L168)",2020-05-29,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN","Bashar AL-ASSAD","President of the Republic","SYR",NA,NA,NA,"EU.2437.5",6400,NA,"[{'logicalId': '12409', 'regulationLanguage': 'en', 'wholeName': 'Bashar AL-ASSAD', 'function': 'President of the Republic', 'gender': 'M', 'strong': '1'}, {'logicalId': '124360', 'regulationLanguage': 'en', 'wholeName': 'بشارالاسد', 'gender': 'M', 'title': 'President of the Republic', 'strong': '1'}]",NA,"P",1965,NA,"UNKNOWN",NA,NA,NA,"both travel and financial sanction"
"750",6403,"E","503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","IRN","(A company that procures sensitive goods for the Nuclear Reactors Fuel Company (SUREH). Sun Middle East uses intermediaries based outside of Iran to source goods SUREH requires. Sun Middle East provides these intermediaries with false end user details for when the goods are sent to Iran, thereby seeking to circumvent the relevant country's Customs regime. Date of listing 23.5.2011.)",12411,"503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","Sun Middle East FZ Company",NA,"IRN",NA,NA,NA,"EU.2470.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"751",6404,"E","2018/827 (OJ L140)",2018-06-06,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32018R0827&from=EN","IRN","(Designation details: Date of listing 23.5.2011.)",12412,"503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","Ashtian Tablo",NA,"IRN",NA,NA,NA,"EU.2471.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"752",6407,"E","503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","IRN","(A manufacturer of electrical equipment (switchgear) involved in the ongoing construction of the Fordow (Qom) facility built without being declared to the IAEA. Date of listing 23.5.2011.)",12414,"503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","Bals Alman",NA,"IRN",NA,NA,NA,"EU.2472.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"753",6408,"E","503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","IRN","(A company that has procured goods and equipment destined for Iran's Nuclear and Ballistic Missile programmes for the UN- sanctioned Kalaye Electric Company (KEC). Date of listing 23.5.2011.)",12416,"503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","Hirbod Co",NA,"IRN",NA,NA,NA,"EU.2473.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"754",6412,"E","503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","IRN","(Procurement firm that has acted for Mesbah Energy which was designated under UNSCR 1737. Date of listing 23.5.2011.)",12424,"503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","Marou Sanat",NA,"IRN",NA,NA,NA,"EU.2498.73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"755",6422,"E","503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","IRN","(Subsidiary of Novin Energy, which was sanctioned under UNSCR 1747, involved in laser welding. Date of listing 23.5.2011.)",12438,"503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","Paya Parto",NA,"IRN",NA,NA,NA,"EU.2412.81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"756",6428,"E","503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","IRN","(Engineering firm that procures equipment for Iran's IR-40 heavy water research reactor. Date of listing 23.5.2011.)",12446,"503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","Taghtiran",NA,"IRN",NA,NA,NA,"EU.2417.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"757",6440,"E","503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","IRN","(Involved in procurement of components for Iranian fighter planes. Date of listing 23.5.2011.)",12464,"503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","MAAA Synergy",NA,"IRN",NA,NA,NA,"EU.2501.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"758",6441,"E","503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","IRN","(Involved in procurement of components for Iranian nuclear programme. Date of listing 23.5.2011.)",12465,"503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","Modern Technologies FZC",NA,"IRN",NA,NA,NA,"EU.2502.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"759",6444,"E","503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","IRN","(Involved in procurement of components for Iranian nuclear programme. Date of listing 23.5.2011.)",12470,"503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","Tajhiz Sanat Shayan",NA,"IRN",NA,NA,NA,"EU.2516.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"760",6445,"E","503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","IRN","(Conducts research into military applications of Iranian nuclear programme. Date of listing 23.5.2011.)",12472,"503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","Institute of Applied Physics",NA,"IRN",NA,NA,NA,"EU.2517.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"761",6446,"E","503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","IRN","(Affiliated to MTFZC network. Date of listing 23.5.2011.)",12474,"503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","Aran Modern Devices",NA,"IRN",NA,NA,NA,"EU.2518.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"762",6448,"E","503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","IRN","(Subsidiary of Iran Electronics Industries. Date of listing 23.5.2011.)",12480,"503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","Electronic Components Industries",NA,"IRN",NA,NA,NA,"EU.2541.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"763",6449,"E","503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","IRN","(Subsidiary of Iran Electronics Industries. Date of listing 23.5.2011.)",12485,"503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","Shiraz Electronics Industries",NA,"IRN",NA,NA,NA,"EU.2542.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"764",6450,"E","2015/1001 (OJ L 161)",2015-06-26,"http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:JOL_2015_161_R_0001&from=EN","IRN","(Controlled by Sepanir Oil & Gas Energy Engineering Company. Date of listing 23.5.2011.)",12486,"503/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF","Iran Marine Industrial Company",NA,"IRN",NA,NA,NA,"EU.3091.71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"765",6453,"P","2020/716 (OJ L168)",2020-05-29,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN","SYR","(Date of UN designation: 2011-05-23)",12495,"2020/716 (OJ L168)",2020-05-29,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN","Faruq AL SHAR'","Former Vice-President of Syria","SYR",NA,NA,NA,"EU.3087.54",6453,NA,"[{'logicalId': '12495', 'regulationLanguage': 'en', 'wholeName': ""Faruq AL SHAR'"", 'function': 'Former Vice-President of Syria', 'gender': 'M', 'strong': '1'}, {'logicalId': '17152', 'regulationLanguage': 'en', 'wholeName': ""Farouq AL SHAR'"", 'strong': '1'}, {'logicalId': '17153', 'regulationLanguage': 'en', 'wholeName': ""Farouk AL SHAR'"", 'strong': '1'}, {'logicalId': '17154', 'regulationLanguage': 'en', 'wholeName': ""Faruq AL CHAR'"", 'strong': '1'}, {'logicalId': '17155', 'regulationLanguage': 'en', 'wholeName': ""Faruq AL SHARA'"", 'strong': '1'}, {'logicalId': '17156', 'regulationLanguage': 'en', 'wholeName': 'Faruq AL SHARA', 'strong': '1'}, {'logicalId': '105234', 'regulationLanguage': 'en', 'wholeName': 'Farouk AL SHARA', 'strong': '1'}, {'logicalId': '105235', 'regulationLanguage': 'en', 'wholeName': ""Farouk AL SHARA'"", 'strong': '1'}, {'logicalId': '105236', 'regulationLanguage': 'en', 'wholeName': ""Farouk AL CHAR'"", 'strong': '1'}, {'logicalId': '105237', 'regulationLanguage': 'en', 'wholeName': 'Farouq AL SHARA', 'strong': '1'}, {'logicalId': '105238', 'regulationLanguage': 'en', 'wholeName': ""Farouq AL SHARA'"", 'strong': '1'}, {'logicalId': '105239', 'regulationLanguage': 'en', 'wholeName': ""Farouq AL CHAR'"", 'strong': '1'}, {'logicalId': '124386', 'regulationLanguage': 'en', 'wholeName': 'فاروق الشرع', 'gender': 'M', 'strong': '1'}]",NA,"P",1938,NA,NA,NA,NA,NA,"both travel and financial sanction"
"766",6455,"P","2015/108 (OJ L20)",2015-01-26,"http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:JOL_2015_020_R_0002&from=EN","SYR",NA,12497,"504/2011 (OJ L136)",2011-05-24,"http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0045:0047:EN:PDF","Mohamed Hamcho",NA,"SYR",NA,NA,NA,"EU.2485.80",6455,NA,NA,"Mohamed Hamcho","P",1966,NA,"UNKNOWN",NA,NA,NA,"both travel and financial sanction"
"767",6456,"P","2020/716 (OJ L168)",2020-05-29,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN","SYR","(Date of UN designation: 2011-05-23)",12498,"2020/716 (OJ L168)",2020-05-29,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN","Iyad MAKHLOUF",NA,"SYR",NA,NA,NA,"EU.2486.45",6456,NA,"[{'logicalId': '12498', 'regulationLanguage': 'en', 'wholeName': 'Iyad MAKHLOUF', 'gender': 'M', 'strong': '1', 'remark': 'Member of  the  Makhlouf family;  son  of Mohammed Makhlouf, brother of  Hafez  and Rami and brother \nof Ihab Makhlouf; cousin of President Bashar al-Assad. \nMember of  the  Syrian  security  and  intelli\xadgence services in post after May 2011.'}, {'logicalId': '12499', 'regulationLanguage': 'en', 'wholeName': 'Eyad MAKHLOUF', 'strong': '1'}, {'logicalId': '124388', 'regulationLanguage': 'en', 'wholeName': 'اياد مخلوف', 'gender': 'M', 'strong': '1'}]",NA,"P",1973,NA,"UNKNOWN",NA,NA,NA,"both travel and financial sanction"
"768",6457,"P","2020/716 (OJ L168)",2020-05-29,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN","SYR","(Designation details: Date of designation: 23.5.2011)",12500,"2020/716 (OJ L168)",2020-05-29,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN","Bassam AL HASSAN","Presidential Advisor for Strategic Affairs; head of the General Secretariat of the National Defence.","SYR",NA,NA,NA,"EU.2729.23",6457,NA,"[{'logicalId': '12500', 'regulationLanguage': 'en', 'wholeName': 'Bassam AL HASSAN', 'function': 'Presidential Advisor for Strategic Affairs; head of the General Secretariat of the National Defence.', 'gender': 'M', 'title': 'Major General', 'strong': '1'}, {'logicalId': '17163', 'regulationLanguage': 'en', 'wholeName': 'Bassam AL HASAN', 'strong': '1'}, {'logicalId': '124389', 'regulationLanguage': 'en', 'wholeName': 'بسام الحسن', 'gender': 'M', 'strong': '1'}]",NA,"P",1961,NA,NA,NA,NA,NA,"both travel and financial sanction"
